0,1,2,3,4,5
"Well erm , they , they do n't know whether they can do it or not do they ?",0,11,anger,verb,make angry<FF>become angry<FF>
"This species is preserved in a soft shale , but one which allows for the skeletal anatomy to be preserved in its entirety .",0,21,remain,verb,"stay the same; remain in a certain state<FF>continue in a place, position, or situation<FF>be left; of persons, questions, problems, results, evidence, etc.<FF>stay behind<FF>"
A standard fault is to assume that the reader is familiar with the jargon which the designer habitually uses .,0,9,say,verb,"express in words<FF>report or maintain<FF>express a supposition<FF>have or contain a certain wording or form<FF>give instructions to or direct somebody to do something with authority<FF>speak, pronounce, or utter in a certain way<FF>communicate or express nonverbally<FF>utter aloud<FF>state as one's opinion or judgement; declare<FF>recite or repeat a fixed text<FF>indicate<FF>"
"There had been a pattern , an only too discernible repetition in the events and relationships of his life into which she had ruggedly refused to fit .",0,1,reject,verb,refuse to accept or acknowledge<FF>refuse to accept<FF>deem wrong or inappropriate<FF>reject with contempt<FF>resist immunologically the introduction of some foreign tissue or organ<FF>refuse entrance or membership<FF>dismiss from consideration or a contest<FF>
"There are some posh flats going up at neighbouring Royal Quays which will provide building jobs : It 's Sun City in the middle of Bantustan , a Labour councillor said to me .",0,2,go,verb,"change location; move, travel, or proceed, also metaphorically<FF>follow a procedure or take a course<FF>move away from a place into another direction<FF>enter or assume a certain state or condition<FF>be awarded; be allotted<FF>have a particular form<FF>stretch out over a distance, space, time, or scope; run or extend between two points or beyond a certain point<FF>follow a certain course<FF>be abolished or discarded<FF>be or continue to be in a certain condition<FF>make a certain noise or sound<FF>perform as expected when applied<FF>to be spent or finished<FF>progress by being changed<FF>continue to live through hardship or adversity<FF>pass, fare, or elapse; of a certain state of affairs or action<FF>pass from physical life and lose all bodily attributes and functions necessary to sustain life<FF>be in the right place or situation<FF>be ranked or compare<FF>begin or set in motion<FF>have a turn; make one's move in a game<FF>be contained in<FF>be sounded, played, or expressed<FF>blend or harmonize<FF>lead, extend, or afford access<FF>be the right size or shape; fit correctly or as desired<FF>go through in search of something; search through someone's belongings in an unauthorized way<FF>be spent<FF>give support (to) or make a choice (of) one out of a group or number<FF>stop operating or functioning<FF>"
I do n't know I,0,11,ask,verb,"inquire about<FF>make a request or demand for something to somebody<FF>direct or put; seek an answer to<FF>consider obligatory; request and expect<FF>address a question to and expect an answer from<FF>require as useful, just, or proper<FF>require or ask for as a price or condition<FF>"
"The first three chapters dealing with environmental monitoring , natural and technological hazards and settlements and infrastructure applications make use of a very wide range of geographic information .",1,28,base,verb,use as a basis for; found on<FF>situate as a center of operations<FF>use (purified cocaine) by burning it and inhaling the fumes<FF>
We 're going for a walk to .,0,0,mind,verb,"be offended or bothered by; take offense with, be bothered by<FF>be concerned with or about something or somebody<FF>be in charge of or deal with<FF>pay close attention to; give heed to<FF>be on one's guard; be cautious or wary about; be alert to<FF>keep in mind<FF>"
Carefully designed case-control studies are therefore required to measure the separate effect of radon exposure after controlling for smoking behaviour and other risk factors .,0,15,rejoice,verb,feel happiness or joy<FF>to express great joy<FF>be ecstatic with joy<FF>
"The daffodils over there in that little bed seem to be a bit later than all the others , I do n't know .",0,8,know,verb,"be cognizant or aware of a fact or a specific piece of information; possess knowledge or information about<FF>know how to do or perform something<FF>be aware of the truth of something; have a belief or faith in something; regard as true beyond any doubt<FF>be familiar or acquainted with a person or an object<FF>have firsthand knowledge of states, situations, emotions, or sensations<FF>accept (someone) to be what is claimed or accept his power and authority<FF>have fixed in the mind<FF>have sexual intercourse with<FF>know the nature or character of<FF>be able to distinguish, recognize as being different<FF>perceive as familiar<FF>"
"Erm , you did n't tell me anything about what said",0,3,preserve,verb,"keep or maintain in unaltered condition; cause to remain or last<FF>keep in safety and protect from harm, decay, loss, or destruction<FF>to keep up and reserve for personal or special use<FF>prevent (food) from rotting<FF>maintain in safety from injury, harm, or danger<FF>keep undisturbed for personal or private use for hunting, shooting, or fishing<FF>"
"To the north the broken arches and stumps of the ruined Benedictine abbey gleamed golden in the afternoon sun against the crinkled blue of the sea and , breasting a small ridge , he glimpsed for the first time the topsail of Larksoken Mill and beyond it , against the skyline , the great grey bulk of Larksoken Nuclear power Station .",0,18,use,verb,"put into service; make work or employ for a particular purpose or for its inherent or natural purpose<FF>take or consume (regularly or habitually)<FF>use up, consume fully<FF>seek or achieve an end by using to one's advantage<FF>avail oneself to<FF>habitually do something (use only in the past tense)<FF>"
"Normally , a prime minister 's office would issue a statement about an editor .",0,24,refuse,verb,"show unwillingness towards<FF>refuse to accept<FF>elude, especially in a baffling way<FF>refuse to let have<FF>resist immunologically the introduction of some foreign tissue or organ<FF>refuse entrance or membership<FF>"
"As a rich , forceful young man , Keller had been earmarked as a likely future president , even before Mullegg was killed in an aircrash in 1958 .",0,8,neighbour,verb,live or be located as a neighbor<FF>be located near or adjacent to<FF>
Buzz said .,0,3,know,verb,"be cognizant or aware of a fact or a specific piece of information; possess knowledge or information about<FF>know how to do or perform something<FF>be aware of the truth of something; have a belief or faith in something; regard as true beyond any doubt<FF>be familiar or acquainted with a person or an object<FF>have firsthand knowledge of states, situations, emotions, or sensations<FF>accept (someone) to be what is claimed or accept his power and authority<FF>have fixed in the mind<FF>have sexual intercourse with<FF>know the nature or character of<FF>be able to distinguish, recognize as being different<FF>perceive as familiar<FF>"
